geneid	chr	s1	s2
ENSG00000112078	6	36410544	36458920
ENSG00000112079	6	36461669	36515247
ENSG00000112081	6	36562145	36573377
ENSG00000112096	6	160090089	160183561
ENSG00000112110	6	160210844	160219468
ENSG00000112118	6	52128807	52149679
ENSG00000112130	6	37321748	37362514
ENSG00000112137	6	12717893	13288645
ENSG00000112139	6	37600284	37667082
ENSG00000112144	6	52866077	52926600
ENSG00000112146	6	52916789	52965671
ENSG00000112149	6	14117872	14137149
ENSG00000112159	6	90352218	90529442
ENSG00000112167	6	39071840	39082965
ENSG00000112182	6	90636248	91006627
ENSG00000112183	6	17281577	17294106
ENSG00000112186	6	17393447	17558023
ENSG00000112195	6	41158015	41168932
ENSG00000112200	6	56951642	57035105
ENSG00000112208	6	57037124	57054631
ENSG00000112210	6	57053607	57087078
ENSG00000112218	6	97242002	97285353
ENSG00000112234	6	99316420	99395849
ENSG00000112237	6	99990256	100016849
ENSG00000112242	6	20402398	20493941
ENSG00000112245	6	64231666	64293492
ENSG00000112249	6	100956070	101329248
ENSG00000112282	6	131895106	131949369
ENSG00000112290	6	110421022	110501207
ENSG00000112293	6	24424793	24495433
ENSG00000112294	6	24495080	24537435
ENSG00000112297	6	106959730	107018326
ENSG00000112299	6	133002729	133035188
ENSG00000112303	6	133065009	133084598
ENSG00000112304	6	24667263	24705293
ENSG00000112305	6	71377479	71571718
ENSG00000112306	6	133135580	133138703
ENSG00000112308	6	24705089	24721064
ENSG00000112309	6	71566382	71666741
ENSG00000112312	6	24775159	24786327
ENSG00000112319	6	133561736	133853258
ENSG00000112320	6	107811162	107981357
ENSG00000112335	6	108532426	108582464
ENSG00000112339	6	135281516	135424194
ENSG00000112343	6	25963030	25987384
ENSG00000112357	6	137143717	137235075
ENSG00000112365	6	109783797	109804440
ENSG00000112367	6	110012499	110146631
ENSG00000112378	6	138409642	138428648
ENSG00000112379	6	138483058	138665800
ENSG00000112394	6	111408781	111552397
ENSG00000112406	6	139456249	139501939
ENSG00000112414	6	142622991	142767403
ENSG00000112419	6	143857982	144152322
ENSG00000112425	6	145822719	146057160
ENSG00000112473	6	33168222	33172216
ENSG00000112511	6	33378176	33384230
ENSG00000112514	6	33384219	33386094
ENSG00000112530	6	163148164	163736524
ENSG00000112531	6	163835032	163999628
ENSG00000112539	6	165693153	165723096
ENSG00000112541	6	165740776	166400091
ENSG00000112559	6	41604620	41621984
ENSG00000112561	6	41651716	41703997
ENSG00000112562	6	168841831	169073984
ENSG00000112576	6	41902671	42018095
ENSG00000112578	6	41888926	41900784
ENSG00000112584	6	170599791	170716153
ENSG00000112592	6	170863390	170881958
ENSG00000112599	6	42152139	42162654
ENSG00000112619	6	42664340	42690312
ENSG00000112624	6	42749765	42836298
ENSG00000112640	6	42952237	42980080
ENSG00000112651	6	43021767	43027544
ENSG00000112655	6	43044006	43129457
ENSG00000112658	6	43139037	43149243
ENSG00000112659	6	43149913	43192325
ENSG00000112667	6	43193367	43197222
ENSG00000112679	6	291630	351355
ENSG00000112685	6	485133	693117
ENSG00000112695	6	75947391	75960039
ENSG00000112697	6	75962640	75994684
ENSG00000112699	6	1624041	2245926
ENSG00000112701	6	76311225	76427997
ENSG00000112715	6	43737921	43754224
ENSG00000112739	6	4021501	4065217
ENSG00000112742	6	80713604	80752244
ENSG00000112759	6	44187242	44201888
ENSG00000112763	6	26458150	26476849
ENSG00000112769	6	112429963	112576141
ENSG00000112773	6	82201156	82462491
ENSG00000112782	6	45868045	46048132
ENSG00000112787	12	133066137	133161774
ENSG00000112796	6	46126924	46138708
ENSG00000112799	6	6588341	6655216
ENSG00000112812	6	27215480	27224403
ENSG00000112818	6	46761127	46807515
ENSG00000112851	5	65222303	65378377
ENSG00000112852	5	140474227	140476962
ENSG00000112855	5	140071011	140078889
ENSG00000112874	5	102884556	102898494
ENSG00000112877	5	612387	667283
ENSG00000112893	5	109025067	109205326
ENSG00000112902	5	9035138	9546187
ENSG00000112941	5	6714718	6757161
ENSG00000112964	5	42423879	42721979
ENSG00000112972	5	43289497	43313614
ENSG00000112977	5	10679342	10761384
ENSG00000112981	5	137450866	137475132
ENSG00000112983	5	137475455	137514675
ENSG00000112984	5	137514408	137523404
ENSG00000112992	5	43602794	43707507
ENSG00000112996	5	44809027	44820530
ENSG00000113013	5	137890571	137911133
ENSG00000113048	5	71515236	71616473
ENSG00000113068	5	139624624	139682706
ENSG00000113070	5	139712428	139726216
ENSG00000113083	5	121398890	121413980
ENSG00000113108	5	139937853	139973337
ENSG00000113119	5	140019012	140024993
ENSG00000113140	5	151040657	151066726
ENSG00000113141	5	140026643	140042064
ENSG00000113161	5	74632154	74657929
ENSG00000113163	5	74664311	74807963
ENSG00000113194	5	175874629	175937075
ENSG00000113205	5	140480234	140483406
ENSG00000113209	5	140514800	140517703
ENSG00000113211	5	140529683	140532868
ENSG00000113212	5	140552243	140555957
ENSG00000113231	5	76506274	76725632
ENSG00000113240	5	178029665	178057616
ENSG00000113248	5	140625147	140627799
ENSG00000113263	5	156569944	156682201
ENSG00000113269	5	179338651	179499118
ENSG00000113272	5	157158205	157168456
ENSG00000113273	5	78073032	78281910
ENSG00000113282	5	157212751	157286183
ENSG00000113300	5	179921412	180005405
ENSG00000113303	5	180326077	180377906
ENSG00000113312	5	159436120	159492550
ENSG00000113318	5	79950467	80172279
ENSG00000113319	5	80256491	80525975
ENSG00000113328	5	162864575	162873157
ENSG00000113356	5	89767565	89810370
ENSG00000113360	5	31400604	31532303
ENSG00000113368	5	126112315	126172712
ENSG00000113369	5	90664541	90679176
ENSG00000113384	5	32124810	32174456
ENSG00000113387	5	32531739	32604185
ENSG00000113391	5	92953775	93447404
ENSG00000113407	5	33440802	33469644
ENSG00000113441	5	96271098	96373219
ENSG00000113448	5	58264865	59817947
ENSG00000113456	5	34905369	34919094
ENSG00000113460	5	34915481	34926101
ENSG00000113504	5	1050499	1112150
ENSG00000113522	5	131891711	131980313
ENSG00000113532	5	100142639	100238970
ENSG00000113552	5	141371314	141392606
ENSG00000113555	5	141323150	141349304
ENSG00000113558	5	133484633	133512729
ENSG00000113569	5	37288239	37371283
ENSG00000113575	5	133530025	133561833
ENSG00000113578	5	141971743	142077617
ENSG00000113580	5	142657496	142815077
ENSG00000113583	5	133291201	133304478
ENSG00000113593	5	64859063	64883376
ENSG00000113594	5	38475065	38608456
ENSG00000113595	5	64885507	64921802
ENSG00000113597	5	64920543	64962060
ENSG00000113615	5	133984479	134063513
ENSG00000113621	5	134209493	134237215
ENSG00000113638	5	40714577	40756077
ENSG00000113643	5	167913450	167946304
ENSG00000113645	5	167718656	167899308
ENSG00000113648	5	134669590	134735604
ENSG00000113649	5	145826874	145891524
ENSG00000113657	5	146770374	146889619
ENSG00000113658	5	135468534	135524435
ENSG00000113712	5	148871760	148931007
ENSG00000113716	5	149379884	149432386
ENSG00000113719	5	172261278	172379688
ENSG00000113721	5	149493400	149535435
ENSG00000113732	5	172410760	172462448
ENSG00000113734	5	172571445	172591390
ENSG00000113742	5	173315283	173388979
ENSG00000113749	5	175085033	175113245
ENSG00000113758	5	176883609	176901402
ENSG00000113761	5	176449697	176508190
ENSG00000113790	3	184908412	184999778
ENSG00000113810	3	160117062	160152750
ENSG00000113811	3	53918437	53926015
ENSG00000113812	3	53901093	53916229
ENSG00000113838	3	186263862	186288332
ENSG00000113845	3	119217379	119243937
ENSG00000113851	3	3190676	3221394
ENSG00000113916	3	187439165	187463515
ENSG00000113924	3	120347020	120401418
ENSG00000113946	3	190040330	190129932
ENSG00000113966	3	97483365	97519953
ENSG00000113971	3	132276986	132441303
ENSG00000114013	3	121774213	121839983
ENSG00000114019	3	134074716	134094321
ENSG00000114021	3	100053545	100075710
ENSG00000114023	3	122103023	122131181
ENSG00000114026	3	9791628	9829903
ENSG00000114030	3	122140796	122233792
ENSG00000114054	3	135969148	136056738
ENSG00000114062	15	25582381	25684128
ENSG00000114098	3	137906109	138017231
ENSG00000114107	3	138213186	138313380
ENSG00000114115	3	139236276	139258671
ENSG00000114120	3	140660672	140698775
ENSG00000114125	3	141457046	141466402
ENSG00000114126	3	141663277	141868386
ENSG00000114127	3	142025449	142166904
ENSG00000114166	3	20081515	20195896
ENSG00000114204	3	167159577	167196792
ENSG00000114209	3	167401086	167452727
ENSG00000114251	3	55499743	55523973
ENSG00000114268	3	48555117	48599448
ENSG00000114270	3	48601506	48632700
ENSG00000114279	3	191857184	192485553
ENSG00000114302	3	48782030	48885279
ENSG00000114315	3	193853934	193856521
ENSG00000114316	3	49315264	49378145
ENSG00000114331	3	194995465	195163807
ENSG00000114346	3	172468472	172539264
ENSG00000114353	3	50263724	50296787
ENSG00000114354	3	100428205	100467810
ENSG00000114378	3	50337320	50349812
ENSG00000114383	3	50357458	50365682
ENSG00000114388	3	50384761	50388522
ENSG00000114391	3	101399935	101405626
ENSG00000114395	3	50388126	50395891
ENSG00000114405	3	62304648	62321888
ENSG00000114416	3	180585929	180700541
ENSG00000114423	3	105374305	105588396
ENSG00000114439	3	107241783	107530171
ENSG00000114446	3	107879659	107941417
ENSG00000114450	3	179116990	179169378
ENSG00000114455	3	108015376	108097132
ENSG00000114473	3	197615946	197687013
ENSG00000114480	3	81538850	81811312
ENSG00000114491	3	124449213	124464040
ENSG00000114503	3	196662273	196669468
ENSG00000114520	3	125165495	125239041
ENSG00000114529	3	111805182	111849851
ENSG00000114541	3	69219141	69591734
ENSG00000114544	3	125725198	125820404
ENSG00000114547	3	125687987	125702297
ENSG00000114554	3	126707437	126756235
ENSG00000114573	3	113465866	113530903
ENSG00000114626	3	127391778	127399768
ENSG00000114631	3	127348024	127391652
ENSG00000114638	3	118892364	118924000
ENSG00000114646	3	47603729	47622282
ENSG00000114648	3	47324407	47388306
ENSG00000114650	3	47455203	47518616
ENSG00000114654	3	128720472	128759585
ENSG00000114656	3	128628709	128721533
ENSG00000114670	3	130745694	131069309
ENSG00000114686	3	131181056	131221827
ENSG00000114698	3	145910126	145968966
ENSG00000114735	3	50606583	50622366
ENSG00000114737	3	50643921	50649262
ENSG00000114738	3	50648951	50686720
ENSG00000114739	3	38495342	38534633
ENSG00000114742	3	39093489	39138155
ENSG00000114744	3	149456257	149470286
ENSG00000114745	3	39138150	39149854
ENSG00000114767	3	51967446	51975957
ENSG00000114770	3	183637722	183735803
ENSG00000114771	3	151531825	151546276
ENSG00000114779	3	52002526	52017425
ENSG00000114784	3	40351175	40353915
ENSG00000114790	3	153838792	153975616
ENSG00000114796	3	183353356	183402265
ENSG00000114805	3	155093369	155462856
ENSG00000114812	3	42530791	42579059
ENSG00000114841	3	52350335	52434507
ENSG00000114850	3	156257929	156272973
ENSG00000114853	3	42695176	42709072
ENSG00000114854	3	52485118	52488086
ENSG00000114857	3	42642106	42690227
ENSG00000114859	3	184063973	184079439
ENSG00000114861	3	71003844	71633140
ENSG00000114867	3	184032283	184053146
ENSG00000114902	3	52738971	52742182
ENSG00000114904	3	52744800	52804965
ENSG00000114923	2	220492049	220506702
ENSG00000114933	2	206858445	206951027
ENSG00000114942	2	207024309	207027652
ENSG00000114948	2	207308263	207485851
ENSG00000114956	2	74153953	74186088
ENSG00000114978	2	74379655	74406025
ENSG00000114982	2	97258907	97308524
ENSG00000114988	2	97371666	97405801
ENSG00000114993	2	74652963	74669549
ENSG00000114999	2	113239731	113299316
ENSG00000115008	2	113531492	113542167
ENSG00000115009	2	228678558	228682272
ENSG00000115020	2	209130991	209223475
ENSG00000115041	2	95963052	96051825
ENSG00000115042	2	96068469	96082364
ENSG00000115053	2	232318242	232348352
ENSG00000115073	2	98272431	98280570
ENSG00000115084	2	114462588	114514400
ENSG00000115085	2	98330023	98356325
ENSG00000115091	2	114647537	114720173
ENSG00000115107	2	119981384	120023228
ENSG00000115109	2	120770581	120936695
ENSG00000115112	2	121974163	122042783
ENSG00000115128	2	24290454	24299313
ENSG00000115129	2	24300303	24308731
ENSG00000115137	2	25166505	25194963
ENSG00000115138	2	25383722	25391772
ENSG00000115145	2	152973315	153032506
ENSG00000115159	2	157291802	157470247
ENSG00000115163	2	26987157	27023935
ENSG00000115165	2	158271131	158345473
ENSG00000115170	2	158592958	158732374
ENSG00000115183	2	159825146	160089170
ENSG00000115204	2	27532360	27548547
ENSG00000115207	2	27548716	27579868
ENSG00000115211	2	27587219	27593353
ENSG00000115216	2	27650657	27665126
ENSG00000115221	2	160956177	161128399
ENSG00000115226	2	27714750	27718112
ENSG00000115232	2	182321929	182400914
ENSG00000115233	2	162164549	162268228
ENSG00000115234	2	27593389	27599995
ENSG00000115239	2	53759810	54087170
ENSG00000115241	2	27604061	27632554
ENSG00000115252	2	183004763	183387919
ENSG00000115255	19	1491165	1497926
ENSG00000115257	19	1481427	1490751
ENSG00000115266	19	1446300	1473243
ENSG00000115267	2	163123589	163175213
ENSG00000115268	19	1438358	1440583
ENSG00000115271	2	163175350	163228105
ENSG00000115274	2	74682150	74688011
ENSG00000115275	2	74688184	74692537
ENSG00000115282	2	74710200	74722013
ENSG00000115286	19	1383526	1395583
ENSG00000115289	2	74732170	74735707
ENSG00000115295	2	29320571	29412509
ENSG00000115306	2	54683422	54896812
ENSG00000115307	2	74753772	74757066
ENSG00000115310	2	55199325	55339757
ENSG00000115317	2	74756504	74760472
ENSG00000115318	2	74759541	74782817
ENSG00000115325	2	74776153	74784681
ENSG00000115339	2	166604101	166651192
ENSG00000115350	2	75185619	75197255
ENSG00000115355	2	55514978	55647057
ENSG00000115361	2	211052663	211090215
ENSG00000115363	2	75696428	75796848
ENSG00000115364	2	75873909	75917977
ENSG00000115365	2	211295973	211342376
ENSG00000115368	2	190306159	190340291
ENSG00000115380	2	56093102	56151274
ENSG00000115392	2	58386378	58468507
ENSG00000115414	2	216225163	216300895
ENSG00000115415	2	191829084	191885686
ENSG00000115419	2	191745553	191830278
ENSG00000115421	2	60983365	61029220
ENSG00000115423	2	84743579	85046713
ENSG00000115425	2	216861052	216947678
ENSG00000115446	2	99225042	99234978
ENSG00000115457	2	217497551	217529159
ENSG00000115459	2	85581517	85618875
ENSG00000115461	2	217536828	217560248
ENSG00000115464	2	61414598	61697904
ENSG00000115468	2	233470767	233547491
ENSG00000115484	2	62095224	62115939
ENSG00000115486	2	85771846	85788670
ENSG00000115504	2	62900986	63273622
ENSG00000115507	2	63277192	63284971
ENSG00000115514	2	99935445	99957165
ENSG00000115520	2	198318147	198340032
ENSG00000115523	2	85912298	85925977
ENSG00000115524	2	198254508	198299815
ENSG00000115525	2	86066267	86116137
ENSG00000115526	2	101008327	101034118
ENSG00000115539	2	101179152	101193197
ENSG00000115540	2	198380295	198418423
ENSG00000115541	2	198364718	198368181
ENSG00000115548	2	86667770	86719839
ENSG00000115556	2	219472488	219501907
ENSG00000115561	2	86730554	86948245
ENSG00000115568	2	219502639	219524378
ENSG00000115590	2	102608306	102645006
ENSG00000115594	2	102681004	102796334
ENSG00000115598	2	102803433	102856462
ENSG00000115602	2	102927962	102968497
ENSG00000115604	2	102927989	103015218
ENSG00000115607	2	103035149	103069025
ENSG00000115616	2	103236166	103327777
ENSG00000115641	2	105974169	106054970
ENSG00000115648	2	238394071	238463961
ENSG00000115649	2	220036619	220042828
ENSG00000115652	2	106709759	106810795
ENSG00000115657	2	220074490	220083712
ENSG00000115661	2	220110177	220115059
ENSG00000115677	2	242166679	242256476
ENSG00000115685	2	242088991	242123067
ENSG00000115687	2	242045514	242089679
ENSG00000115694	2	242432089	242449145
ENSG00000115705	2	1377995	1547483
ENSG00000115718	2	128176003	128186822
ENSG00000115738	2	8818975	8824583
ENSG00000115750	2	9983483	10074545
ENSG00000115756	2	10443015	10567743
ENSG00000115758	2	10580094	10588630
ENSG00000115760	2	32582096	32843966
ENSG00000115761	2	10710892	10830101
ENSG00000115762	2	131862420	132111282
ENSG00000115806	2	171784974	171823639
ENSG00000115808	2	37070783	37193615
ENSG00000115816	2	37428755	37458856
ENSG00000115825	2	37477645	37551951
ENSG00000115827	2	172290727	172341562
ENSG00000115828	2	37571717	37600465
ENSG00000115839	2	135809835	135933964
ENSG00000115840	2	172640880	172864766
ENSG00000115841	2	38150330	38294285
ENSG00000115866	2	136664247	136743670
ENSG00000115875	2	38970741	38978636
ENSG00000115884	2	20400558	20425194
ENSG00000115896	2	198669426	199437305
ENSG00000115902	2	65215611	65250999
ENSG00000115904	2	39208537	39351486
ENSG00000115919	2	143635067	143799890
ENSG00000115935	2	175424300	175547644
ENSG00000115942	2	201773696	201828403
ENSG00000115944	2	42560686	42652228
ENSG00000115946	2	68384976	68403370
ENSG00000115947	2	148687968	148779147
ENSG00000115956	2	68592305	68624585
ENSG00000115963	2	151324709	151395525
ENSG00000115966	2	175936978	176033110
ENSG00000115970	2	43393800	43823185
ENSG00000115977	2	69688532	69901481
ENSG00000115993	2	202241930	202316302
ENSG00000115998	2	70377012	70475747
ENSG00000116001	2	70436576	70475792
ENSG00000116005	2	70484518	70508323
ENSG00000116016	2	46520806	46613836
ENSG00000116017	19	925781	975939
ENSG00000116030	2	203070903	203103331
ENSG00000116031	2	71057347	71062952
ENSG00000116032	19	1000418	1009731
ENSG00000116039	2	71163012	71192536
ENSG00000116044	2	178092323	178257425
ENSG00000116062	2	47922669	48037240
ENSG00000116095	2	179345195	179381189
ENSG00000116096	2	73114489	73119287
ENSG00000116106	2	222282747	222438922
ENSG00000116117	2	205410516	206484886
ENSG00000116120	2	223435255	223521056
ENSG00000116127	2	73612886	73837920
ENSG00000116128	1	147013182	147098017
ENSG00000116132	1	170631869	170708560
ENSG00000116133	1	55315306	55352891
ENSG00000116138	1	15853308	15918874
ENSG00000116141	1	220701568	220837803
ENSG00000116151	1	2252692	2323146
ENSG00000116157	1	53068044	53074723
ENSG00000116161	1	174968300	174980851
ENSG00000116171	1	53392901	53517375
ENSG00000116191	1	178694300	178889238
ENSG00000116198	1	3728645	3773778
ENSG00000116199	1	178994939	179045697
ENSG00000116205	1	54519260	54578192
ENSG00000116209	1	54497347	54519177
ENSG00000116212	1	54411750	54433841
ENSG00000116213	1	3547331	3569325
ENSG00000116221	1	54649714	54691137
ENSG00000116237	1	6281253	6296032
ENSG00000116251	1	6241329	6269449
ENSG00000116260	1	180123969	180173165
ENSG00000116266	1	109289296	109352148
